date,open,high,low,close,volume,stock_code,stock_name
2025-11-21,5.84,6.0,5.79,5.89,89458830,300182,捷成股份
2025-11-24,5.92,6.14,5.78,6.08,113644744,300182,捷成股份
2025-11-25,6.07,6.22,6.05,6.11,130018981,300182,捷成股份
2025-11-26,6.07,6.2,6.0,6.02,79391187,300182,捷成股份
2025-11-27,6.01,6.05,5.84,5.85,91839920,300182,捷成股份
2025-11-28,5.87,5.97,5.83,5.95,61805396,300182,捷成股份
2025-12-01,5.95,5.98,5.89,5.92,57580898,300182,捷成股份
2025-12-02,5.9,5.92,5.78,5.8,57855871,300182,捷成股份
2025-12-03,5.66,5.7,5.4,5.51,132240640,300182,捷成股份
2025-12-04,5.48,5.52,5.37,5.43,53216378,300182,捷成股份
2025-12-05,5.43,5.49,5.38,5.49,44032472,300182,捷成股份
2025-12-08,5.49,5.54,5.46,5.47,51992706,300182,捷成股份
2025-12-09,5.46,5.55,5.42,5.43,45021135,300182,捷成股份
2025-12-10,5.43,5.5,5.38,5.5,46675106,300182,捷成股份
2025-12-11,5.48,5.5,5.38,5.39,43346947,300182,捷成股份
2025-12-12,5.41,5.44,5.37,5.39,51096628,300182,捷成股份
2025-12-15,5.37,5.37,5.22,5.23,45830225,300182,捷成股份
2025-12-16,5.25,5.25,5.08,5.1,56732556,300182,捷成股份
2025-12-17,5.11,5.15,5.03,5.14,46998905,300182,捷成股份
2025-12-18,5.12,5.19,5.09,5.16,45193989,300182,捷成股份
2025-12-19,5.16,5.25,5.12,5.22,39476781,300182,捷成股份
2025-12-22,5.22,5.23,5.19,5.2,36987900,300182,捷成股份
2025-12-23,5.2,5.2,5.15,5.18,27886698,300182,捷成股份
2025-12-24,5.18,5.21,5.14,5.19,35358349,300182,捷成股份
2025-12-25,5.18,5.31,5.17,5.29,47112629,300182,捷成股份
2025-12-26,5.28,5.42,5.27,5.36,56299525,300182,捷成股份
2025-12-29,5.39,5.41,5.32,5.32,31196074,300182,捷成股份
2025-12-30,5.31,5.45,5.31,5.43,51229898,300182,捷成股份
2025-12-31,5.4,5.6,5.39,5.52,88654100,300182,捷成股份
2026-01-05,5.52,5.75,5.49,5.68,100649717,300182,捷成股份
2026-01-06,5.64,5.69,5.61,5.68,79648835,300182,捷成股份
2026-01-07,5.66,5.74,5.59,5.63,67116494,300182,捷成股份
2026-01-08,5.61,5.77,5.6,5.69,69202746,300182,捷成股份
2026-01-09,5.68,6.06,5.65,6.05,164684408,300182,捷成股份
2026-01-12,6.18,6.76,6.13,6.69,355236205,300182,捷成股份
2026-01-13,6.81,7.0,6.61,6.64,439555747,300182,捷成股份
2026-01-14,6.61,7.11,6.61,6.83,400581212,300182,捷成股份
2026-01-15,6.68,6.88,6.53,6.63,209555326,300182,捷成股份
2026-01-16,6.55,6.63,6.16,6.29,196769398,300182,捷成股份
2026-01-19,6.23,6.32,6.12,6.19,142770016,300182,捷成股份
2026-01-20,6.22,6.34,6.03,6.09,124950799,300182,捷成股份
2026-01-21,6.03,6.14,5.98,6.01,108699152,300182,捷成股份
2026-01-22,6.02,6.13,5.98,6.03,109812450,300182,捷成股份
2026-01-23,6.04,6.23,6.0,6.18,141220873,300182,捷成股份
2026-01-26,6.2,6.25,5.93,6.02,137782357,300182,捷成股份
2026-01-27,6.03,6.09,5.84,5.97,104905969,300182,捷成股份
2026-01-28,5.94,6.06,5.91,5.93,88766951,300182,捷成股份
2026-01-29,5.9,6.28,5.8,6.1,211231312,300182,捷成股份
2026-01-30,6.06,6.18,5.96,6.06,134609998,300182,捷成股份
2026-02-02,6.05,6.2,5.93,5.93,115566835,300182,捷成股份
2026-02-03,6.02,6.14,5.99,6.13,122274861,300182,捷成股份
2026-02-04,6.06,6.12,5.91,5.96,120194421,300182,捷成股份
2026-02-05,5.92,6.09,5.89,6.0,109754210,300182,捷成股份
2026-02-06,5.92,5.99,5.78,5.87,111081887,300182,捷成股份
2026-02-09,6.43,7.04,6.32,7.04,530435625,300182,捷成股份
2026-02-10,8.0,8.45,7.64,8.45,461131106,300182,捷成股份
2026-02-11,9.46,9.46,8.3,8.85,1208390444,300182,捷成股份
2026-02-12,8.71,9.01,8.51,8.95,909992711,300182,捷成股份
2026-02-13,8.73,8.95,7.85,8.0,862873787,300182,捷成股份
2026-02-24,8.01,8.15,7.3,7.37,563099890,300182,捷成股份
2026-02-25,7.34,7.44,7.17,7.24,386935200,300182,捷成股份
2026-02-26,7.25,7.28,7.09,7.14,311119257,300182,捷成股份
2026-02-27,7.15,7.27,7.09,7.16,292742081,300182,捷成股份
2026-03-02,6.95,7.05,6.7,6.73,362735527,300182,捷成股份
2026-03-03,6.78,6.82,6.31,6.36,267084224,300182,捷成股份
2026-03-04,6.28,6.47,6.28,6.32,177251558,300182,捷成股份
2026-03-05,6.74,6.78,6.4,6.44,250778508,300182,捷成股份
2026-03-06,6.44,6.63,6.37,6.49,212926636,300182,捷成股份
2026-03-09,6.31,6.61,6.28,6.58,206062599,300182,捷成股份
2026-03-10,6.63,6.77,6.49,6.52,237942124,300182,捷成股份
2026-03-11,6.51,6.55,6.42,6.49,152597558,300182,捷成股份
2026-03-12,6.44,6.49,6.33,6.35,146123579,300182,捷成股份
2026-03-13,6.34,6.36,6.13,6.16,155098583,300182,捷成股份
2026-03-16,6.16,6.31,6.15,6.31,142500766,300182,捷成股份
2026-03-17,6.28,6.31,6.1,6.12,111048464,300182,捷成股份
2026-03-18,6.19,6.27,6.12,6.26,101606446,300182,捷成股份
2026-03-19,6.16,6.21,6.11,6.14,103285599,300182,捷成股份
2026-03-20,6.17,6.19,5.9,5.92,132724481,300182,捷成股份
2026-03-23,5.8,5.84,5.48,5.54,151839483,300182,捷成股份
2026-03-24,5.67,5.7,5.53,5.65,111339959,300182,捷成股份
2026-03-25,5.67,5.8,5.66,5.75,114834103,300182,捷成股份
2026-03-26,5.71,5.77,5.57,5.61,94726979,300182,捷成股份
2026-03-27,5.54,5.77,5.52,5.72,88913330,300182,捷成股份
2026-03-30,5.62,5.75,5.56,5.74,82844244,300182,捷成股份
2026-03-31,5.73,5.84,5.69,5.7,88261854,300182,捷成股份
2026-04-01,5.8,5.83,5.73,5.78,82348118,300182,捷成股份
2026-04-02,5.75,5.76,5.56,5.58,87055844,300182,捷成股份
2026-04-03,5.59,5.62,5.38,5.38,81612347,300182,捷成股份
2026-04-07,5.39,5.54,5.38,5.5,67441734,300182,捷成股份
2026-04-08,5.62,6.0,5.61,5.96,239678273,300182,捷成股份
2026-04-09,5.81,5.94,5.79,5.86,141912650,300182,捷成股份
2026-04-10,5.93,6.02,5.86,5.92,140018835,300182,捷成股份
2026-04-13,5.74,5.78,5.65,5.73,147440885,300182,捷成股份
2026-04-14,5.8,5.86,5.74,5.83,102095625,300182,捷成股份
2026-04-15,5.84,5.85,5.62,5.66,115657744,300182,捷成股份
2026-04-16,5.7,5.85,5.7,5.82,120025011,300182,捷成股份
2026-04-17,5.76,5.83,5.67,5.77,108823146,300182,捷成股份
2026-04-20,5.75,5.96,5.72,5.93,139538773,300182,捷成股份
2026-04-21,5.9,5.95,5.82,5.87,100791147,300182,捷成股份
2026-04-22,5.83,5.83,5.71,5.8,91312048,300182,捷成股份
2026-04-23,5.78,5.92,5.71,5.82,174282946,300182,捷成股份
2026-04-24,5.75,5.76,5.53,5.63,138340419,300182,捷成股份
2026-04-27,5.61,5.77,5.59,5.73,111450795,300182,捷成股份
